SMILES,CID,descriptors,datasets
CCCCCCOC(=O)/C=C/C=C/C,22034999,"['fruity', 'waxy', 'green-tropical', 'green', 'tropical']","[""leffingwell""]"
CCCCCCOC(=O)/C=C/CCC,6435861,"['fruity', 'fatty', 'green', 'sweet', 'somewhat fatty-waxy notes', 'waxy', 'fragrant', 'lemon', 'nature', 'popcorn']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)/C=C\C,5356908,"['fruity', 'woody odor', 'apple', 'pear', 'pineapple-like', 'woody', 'pineapple']","[""leffingwell""]"
CCCCCCOC(=O)C,8908,"['pear', 'berry', 'green', 'floral', 'fruity', 'ester', 'pearl', 'sweet', 'herb', 'fruit', 'fatty', 'banana', 'apple', 'fresh', 'pear-apple like odor', 'apple-pear like taste', 'aromatic', 'herbal', 'fragrant', 'cherry', 'herbaceous', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)C(=CC)C,28151,"['natural', 'herbal', 'fruity', 'oily', 'fresh', 'green']","[""goodscents""]"
CCCCCCOC(=O)C(C)(C)C,62575,"['sweet', 'musty', 'fatty', 'floral', 'fruity', 'green', 'woody', 'strong green', 'pear', 'apple', 'rather harsh', 'buildingmaterials&construction', 'earthy', 'moldy', 'fragrant', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'sharp', 'pungent', 'terpenes', 'pine', 'resinous']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)C(C)/C=C/C,6366072,"['tropical', 'sweet', 'spicy', 'guaiacwood', 'fruity', 'cantaloupe', 'green', 'rindy', 'waxy', 'pear', 'berry', 'grape and green melon notes', 'melon', 'grape', 'food', 'spices', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)C(C)C,16872,"['fruity', 'sweet', 'ripe', 'grape', 'berry', 'berry ripe berry', 'winey', 'apple', 'pear', 'tart', 'green', 'peach', 'tropical in odor', 'taste', 'tropical', 'beverage', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)C(C)C=CC,154381,"['fruity', 'tropical-fruit', 'sweet']","[""ifra_2019""]"
CCCCCCOC(=O)C(C)CC,24838,"['green', 'fruity', 'strawberry', 'spicy', 'apple', 'tropical', 'waxy', 'fruity apple-like odor and taste', 'pear & banana nuances', 'buildingmaterials&construction', 'woody', 'food', 'spices', 'fragrant', 'banana', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'sweet', 'resinous']","[""arctander_1960"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)C(C)CCC,226920,"['fruity-winey-oily apple', 'herbaceous', 'apple', 'oily', 'fruity', 'herbal', 'winey']","[""leffingwell""]"
CCCCCCOC(=O)C(C)O,519757,"['floral', 'fruity', 'sweet', 'green', 'sweet floral odor', 'pear-like taste', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)C(CC)CC,227875,"['sweet', 'fruity apple-waxy-like odor', 'winey-herbaceous', 'apple', 'fruity', 'waxy', 'herbal', 'winey']","[""leffingwell""]"
CCCCCCOC(=O)C(CC)S,22321042,"['green-herbaceous', 'tropical fruit', 'mango', 'passion fruit', 'grapefruit', 'green', 'fruity', 'tropical', 'herbal']","[""leffingwell""]"
CCCCCCOC(=O)C1=CC=C(C=C1)OC,328893,"['anisic', 'fruity', 'floral']","[""arctander_1960""]"
CCCCCCOC(=O)C1=CC=CC=C1,23235,"['herbal', 'woody', 'balsamic', 'green', 'clean', 'fresh', 'sappy', 'woody-balsamic-floral', 'herbaceous notes', 'floral', 'buildingmaterials&construction', 'fragrant', 'fruity', 'grassy', 'popcorn']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)C1=CC=CC=C1N,87500,"['plum', 'fruity', 'floral']","[""arctander_1960""]"
CCCCCCOC(=O)C1=CC=CC=C1O,22629,"['herbal', 'green', 'floral', 'orchid', 'fresh', 'sweet', 'somewhat hay-like', 'balsamic floral-spicy fruity-herbaceous odor', 'spicy', 'hay', 'fruity', 'balsamic', 'aromatic', 'fragrant', 'herbaceous', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)C1=CC=CO1,61984,"['earthy', 'pear', 'fruity', 'sweet', 'floral', 'apple', 'green', 'waxy', 'floral-waxy', 'green with fruity pear and apple notes', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)C1CCCCC1,119761,"['fatty', 'herbal', 'oily']","[""arctander_1960""]"
CCCCCCOC(=O)C=C(C)C,87200,"['herbal', 'gassy', 'aromatic']","[""arctander_1960""]"
CCCCCCOC(=O)C=CC1=CC=CC=C1,107396,"['herbal', 'woody', 'green', 'balsamic']","[""arctander_1960""]"
CCCCCCOC(=O)C=CCCCCC,53436656,"['fatty', 'mild', 'chinese quince-like']","[""leffingwell""]"
CCCCCCOC(=O)CC,88454,"['herbal', 'earthy', 'sour', 'fruity', 'musty', 'fruit overripe fruit', 'pear', 'green', 'sweetish-sour odor reminiscent of fermenting fruit', 'fermented', 'dairy', 'cheese', 'creamy', 'dryfruit', 'apricot', 'moldy', 'floral', 'fragrant', 'apple', 'melon', 'rotting fruit', 'lemon', 'nature', 'non-fooditems', 'oily', 'popcorn', 'fatty', 'rancid', 'putrid', 'rotten', 'sharp', 'pungent', 'sulphur', 'cabbage', 'garlic', 'sweet', 'waxy', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)CC(=O)C1=CC=CC=C1,11086125,"['herbal', 'balsamic']","[""arctander_1960""]"
CCCCCCOC(=O)CC(C)C,61455,"['winey', 'fruity', 'green', 'sweet', 'juicy', 'strawberry', 'apple', 'skin', 'fresh', 'apple skin', 'green apple like odor', 'fruity apple taste with pear nuances', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)CC(C)S,9964407,"['herbal', 'fruity', 'spicy', 'aromatic', 'food', 'spices', 'fragrant', 'herbaceous', 'lemon', 'minty', 'nature', 'sweet', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CCCCCCOC(=O)CC1=CC=CC=C1,221691,"['rose', 'green', 'musky', 'winey', 'fruity', 'sweet', 'foliage', 'floral', 'honey', 'powdery', 'waxy', 'honey nuances odor & taste', 'beverage', 'caramel', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'softfloral', 'terpenes', 'pine', 'vegetation']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)CCC,17525,"['fruity', 'apple peel', 'sweet', 'vegetable', 'estery', 'apple', 'green', 'soapy', 'waxy', 'pineapple', 'strong fruity odor', 'green waxy (pineapple) fruit taste', 'dryfruit', 'apricot', 'food', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'other', 'strong', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)CCC(=O)C,14745448,"['warm winey-caramellic', 'slightly fruity', 'fruity', 'winey', 'caramellic', 'warm']","[""leffingwell""]"
CCCCCCOC(=O)CCC(C)C,530286,"['sweet', 'green', 'herbaceous-fruity', 'fruity', 'herbal']","[""leffingwell""]"
CCCCCCOC(=O)CCC1=CC=CC=C1,61379,"['sweet', 'fruity', 'green']","[""goodscents""]"
CCCCCCOC(=O)CCCC,70694,"['green', 'fruity', 'apple', 'oily', 'brandy', 'heavy sweet fruity odor of unripe green apple', 'musky undertone', 'musk', 'sweet', 'beverage', 'fragrant', 'lemon', 'nature', 'non-fooditems', 'popcorn']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)CCCC1CCCCC1,54218326,"['herbal', 'green', 'fruity']","[""arctander_1960""]"
CCCCCCOC(=O)CCCCC,22873,"['fruity', 'peach', 'apple peel', 'sweet', 'vegetable', 'berry', 'herbal', 'grassy', 'fresh', 'green', 'tropical', 'waxy', 'floral', 'pear', 'fresh vegetable', 'fruity with tropical and berry notes', 'aromatic', 'food', 'fragrant', 'woody', 'grassy (fresh', 'sweet)', 'grassy(green', 'sharp)', 'herbaceous', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'vegetation', 'resinous']","[""arctander_1960"", ""aromadb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(=O)CS,88471,"['woody', 'green', 'medicinal', 'fruity']","[""arctander_1960""]"
CCCCCCOC(=O)OCC,6421510,"['herbal', 'musky']","[""arctander_1960""]"
CCCCCCOC(C)OC,108237,"['herbal', 'cortex', 'green', 'nasturtium', 'aromatic', 'floral', 'fragrant', 'fruity', 'herbaceous', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CCCCCCOC(C)OCC,108244,"['natural', 'floral', 'green', 'fungal', 'earthy', 'ethereal', 'floral earthy', 'alcoholic', 'cognac', 'musty', 'moldy', 'fragrant', 'fruity', 'microbial', 'nature', 'other', 'popcorn', 'sharp', 'pungent', 'woody', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(C)OCC1=CC=CC=C1,101834902,"['mild', 'sweet', 'slightly green-fruity odor.', 'green', 'fruity']","[""leffingwell""]"
CCCCCCOC(C)OCCC(C)C,53422473,"['fruity aroma', 'fruity', 'sweet', 'apple', 'ethereal', 'green', 'alcoholic', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(C)OCCCC,140045945,"['ethereal', 'green', 'alcoholic', 'cognac', 'somewhat vegetable', 'vegetable']","[""leffingwell""]"
CCCCCCOC(C)OCCCCC,140045942,"['ethereal', 'green', 'alcoholic', 'cognac', 'somewhat vegetable', 'vegetable']","[""leffingwell""]"
CCCCCCOC(C)OCCCCCC,21503,"['sweet', 'herbal', 'fruity', 'green', 'ethereal', 'waxy', 'floral', 'fermented', 'apple', 'aromatic', 'chemical', 'hydrocarbon', 'ether', 'fragrant', 'herbaceous', 'lemon', 'minty', 'non-citrusfruity', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC(C=CCCC)OCCCCCC,140045938,"['green', 'vegetative', 'fruity', 'vegetable']","[""leffingwell""]"
CCCCCCOC(CC(C)C)OCCCCCC,140045960,"['green', 'somewhat alcoholic', 'malty-cocoa', 'fermented', 'alcoholic', 'malty', 'cocoa']","[""leffingwell""]"
CCCCCCOC(CCCC)OCCCCCC,101834904,"['green', 'somewhat alcoholic', 'fermented', 'alcoholic']","[""leffingwell""]"
CCCCCCOC(CCCCC)OCC,101834900,"['weak green', 'oily', 'cognac', 'apple', 'green']","[""leffingwell""]"
CCCCCCOC(CCCCC)OCCC(C)C,57355543,"['sweet', 'green', 'sweet green', 'oily', 'cognac', 'apple']","[""goodscents"", ""leffingwell""]"
CCCCCCOC(CCCCC)OCCCC,151986522,"['weak green', 'oily', 'cognac', 'apple', 'green']","[""leffingwell""]"
CCCCCCOC(CCCCC)OCCCCCC,118530,"['green', 'grassy', 'mild green', 'apple', 'oily', 'cognac', 'fragrant', 'fruity', 'woody', 'grassy(green', 'sharp)', 'terpenes', 'pine', 'lemon']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOC1=C(C=C(C=C1)C=CC)OC,129701911,"['green', 'vanillin', 'balsamic']","[""arctander_1960""]"
CCCCCCOC=O,61177,"['green', 'plum', 'apple', 'ethereal', 'fruity', 'sweet', 'banana', 'green-unripe fruity odor', 'fruity-green apple like taste', 'chemical', 'hydrocarbon', 'ether', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCOCC#N,5063293,"['floral', 'herbal', 'violet', 'fatty', 'aromatic', 'fragrant', 'herbaceous', 'nature', 'popcorn', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CCCCCCOCC(O)OC(C)COCC(C)O,101828817,['green'],"[""arctander_1960""]"
CCCCCCOCC(OC)OC,87166,"['green', 'fruity', 'sweet', 'leafy', 'floral', 'fresh', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'vegetation']","[""arctander_1960"", ""goodscents"", ""sharma_2021b""]"
CCCCCCOCC1=CC=CC=C1,3587332,"['jasmin', 'green', 'fruity', 'floral']","[""arctander_1960""]"
CCCCCCOCCCCCC,8198,"['green', 'oily']","[""arctander_1960""]"
CCCCCCS,8106,"['sulfuraceous', 'sulfur', 'meaty', 'sulfurous', 'fatty', 'garlic', 'nutty', 'alliaceous', 'burnt', 'roasted', 'roasted meat', 'savory', 'coffee nuances', 'coffee', 'bakery', 'chemical', 'hydrocarbon', 'sulphurous', 'food', 'marshy', 'septic', 'nature', 'non-vegetarian', 'popcorn', 'sickening', 'sulphur', 'cabbage', 'vegetables']","[""arctander_1960"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCCSC#N,81257,"['fragrant', 'fruity', 'green', 'grassy', 'woody', 'grassy(green', 'sharp)', 'lemon', 'sharp', 'nosefeel', 'pungent', 'sickening']","[""sharma_2021b""]"
CCCCCC[C@@H](C)O,80080,"['creamy', 'cucumber', 'fatty', 'sour', 'dairy', 'lemon', 'popcorn', 'sharp', 'pungent', 'vegetables']","[""goodscents"", ""sharma_2021b""]"
CCCCCC[C@@H](C=C)O,7021340,"['metallic', 'aldehydic', 'heavy']","[""goodscents""]"
CCCCCC[C@@H]1CCC(=O)O1,183870,"['sweet', 'fatty', 'caramellic', 'fruity', 'coconut']","[""goodscents""]"
CCCCCC[C@@H]1CCCC(=O)O1,11435352,"['sweet', 'fruity', 'creamy']","[""goodscents""]"
CCCCCC[C@@H]1[C@H](O1)/C=C/C=O,6429298,['metal'],"[""flavornet""]"
CCCCCC[C@H](C)O,2723888,"['mushroom', 'fatty', 'grape', 'oily', 'creamy', 'dairy', 'earthy', 'fruity', 'non-fooditems', 'popcorn', 'rancid', 'putrid']","[""goodscents"", ""sharma_2021b""]"
CCCCCC[C@H](C/C=C/CCCCCCCC(=O)[O-])O.[Na+],25022170,['odorless'],"[""sharma_2021b""]"
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O.[Na+],5351453,['odorless'],"[""sharma_2021b""]"
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OC)O,5354133,"['fatty', 'oily']","[""arctander_1960""]"
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OCC)O,6437405,"['oily', 'weak oily-fatty odor', 'fatty']","[""arctander_1960"", ""leffingwell""]"
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OCCCC)O,5354175,['oily'],"[""arctander_1960""]"
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)[O-])O.[Na+],23687338,['odorless'],"[""sharma_2021b""]"
CCCCCC[C@H](C=C)O,6994068,"['fruity', 'mushroom', 'cheesy']","[""goodscents""]"
CCCCCC[C@H]1CCC(=O)O1,7057904,"['sweet', 'fatty', 'soft', 'fruity', 'coconut', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CCCCCC[C@H]1CCCC(=O)O1,12242463,"['sweet', 'milky', 'fruity', 'dairy', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CCCCCC[C@H]1CCCC1=O,1810691,"['floral', 'jasmin', 'fruity']","[""goodscents""]"
CCCCCN,8060,"['no aroma', 'fishy', 'ammoniacal', 'fresh fermented & slightly cheese-like in dilution', 'fermented', 'fresh', 'cheesy', 'ammonia', 'rancid', 'food']","[""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCN1C(COC1=O)C,11378760,"['herbal', 'celery', 'jasmin', 'aromatic', 'floral', 'jasmine', 'fragrant', 'herbaceous', 'nature', 'vegetables', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CCCCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=CC4=CC=CC=C43,10382701,['odorless'],"[""sharma_2021b""]"
CCCCCN=C=S,69415,"['green', 'pungent', 'vegetative', 'radish & horseradish connotation', 'vegetable', 'horseradish', 'radish', 'food', 'foul', 'fragrant', 'fruity', 'nosefeel', 'sharp', 'sickening', 'vegetables']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCO,6276,"['characteristic', 'fusel', 'balsamic', 'sweet', 'fermented', 'yeasty', 'solvent', 'winey', 'oily', 'bready', 'pungent', 'alcoholic-breathtaking', 'fusel-like odor with a burning taste', 'alcoholic', 'bakery', 'beverage', 'chemical', 'hydrocarbon', 'alcohol', 'ether', 'sweet organic chemical', 'sweet solvent', 'foul', 'fragrant', 'fuel', 'gasstation', 'lemon', 'medicinal', 'microbiological', 'minty', 'non-citrusfruity', 'non-fooditems', 'nosefeel', 'popcorn', 'rancid', 'putrid', 'sharp', 'sickening', 'vanilla', 'terpenes', 'pine', 'woody']","[""flavordb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)/C(=C/C)/C,6430805,"['sweet herbaceous with fruity floral notes', 'fruity', 'floral', 'sweet', 'herbal']","[""leffingwell""]"
CCCCCOC(=O)/C(=C\C)/C,6430804,"['floral', 'fruity', 'apple', 'winey', 'sweet (like fruity jasmine)', 'chamomille', 'jasmine', 'chamomile', 'sweet', 'fragrant', 'lemon', 'nature']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)/C=C/C1=CC=CC=C1,5355854,"['sweet', 'balsamic', 'floral', 'cocoa-like odor and taste', 'cocoa']","[""leffingwell""]"
CCCCCOC(=O)/C=C\C,5356256,"['fruity', 'fresh', 'slightly pungent', 'apple', 'chamomile aspects', 'chamomile', 'pungent']","[""leffingwell""]"
CCCCCOC(=O)/C=C\C1=CC=CC=C1,6436780,"['cocoa', 'orchid', 'amber', 'balsamic', 'labdanum', 'chocolate', 'floral', 'food', 'mossywoods', 'softoriental', 'vegetation']","[""goodscents"", ""sharma_2021b""]"
CCCCCOC(=O)C,12348,"['banana', 'fruity', 'apple', 'pear', 'ethereal', 'chemical', 'hydrocarbon', 'ether', 'earthy', 'musty', 'moldy', 'fragrant', 'lemon', 'nature', 'non-citrusfruity', 'popcorn', 'sharp', 'pungent', 'sweet', 'woody', 'resinous']","[""flavordb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)C(C)C,75554,"['banana', 'fruity', 'apricot', 'apple', 'buttery', 'strong mixed fruit odor', 'sweet fruity taste', 'pineapple', 'bakery', 'caramel', 'dairy', 'dryfruit', 'fragrant', 'lemon', 'nature', 'non-citrusfruity', 'sweet']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)C(C)C1=CC=CC=C1,67351117,['fruity'],"[""arctander_1960""]"
CCCCCOC(=O)C(C)CC,107059,"['apple', 'tropical', 'fruity', 'tropical-fruit', 'fruity ripe apple-banana odor and apple-banana like taste', 'ripe', 'banana', 'fragrant', 'lemon', 'nature', 'sweet']","[""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)C(C)CCC,95540,"['fruity', 'pear-like', 'slightly fatty floral', 'fatty', 'floral', 'pear']","[""leffingwell""]"
CCCCCOC(=O)C(C)O,101145,"['winey', 'oily', 'cognac', 'fruity', 'brandy', 'slightly caramellic', 'milky', 'caramellic', 'beverage', 'fragrant', 'lemon', 'nature', 'sweet']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)C1=C(C=C(C=C1)C)O,3023704,"['herbal', 'fruity', 'floral']","[""arctander_1960""]"
CCCCCOC(=O)C1=CC=C(C=C1)OC,243793,['floral'],"[""arctander_1960""]"
CCCCCOC(=O)C1=CC=CC=C1,16296,"['ambre', 'fruity', 'balsamic', 'musky', 'musty', 'floral', 'amber', 'green', 'sweet balsamic-fruity odor', 'balsamic somewhat fuity flavor', 'sweet', 'earthy', 'moldy', 'fragrant', 'mossywoods', 'nature', 'popcorn', 'sharp', 'pungent', 'softoriental', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC,8561,['odorless'],"[""sharma_2021b""]"
CCCCCOC(=O)C1=CC=CC=C1N,100495,"['plum', 'fruity', 'ambre', 'floral', 'grape', 'orchid', 'sweet', 'grape-like and fruity with floral berry notes', 'berry', 'fragrant', 'nature']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)C1=CC=CC=C1O,16299,"['sweet', 'floral', 'herbal', 'clover', 'green', 'chocolate', 'balsamic', 'sweet balsamic', 'mild herbal floral notes', 'aromatic', 'caramel', 'fragrant', 'fruity', 'herbaceous', 'lemon', 'minty', 'nature', 'plant', 'non-citrusfruity', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)C1=CC=CO1,74008,"['winey', 'caramelic', 'herbaceous', 'herbal', 'fruity', 'oily', 'anisic', 'fennel', 'caramellic', 'sweet', 'fermented odor & flavor', 'fermented', 'aromatic', 'beverage', 'caramel', 'foul', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'non-fooditems', 'popcorn', 'spices', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)C1C(O1)C,89581943,"['green', 'fruity', 'berry', 'caramelic']","[""arctander_1960""]"
CCCCCOC(=O)CC,12217,"['sweet', 'banana', 'fruity', 'pineapple', 'apricot', 'tropical', 'apple and pineapple', 'mixed fruit tropical note', 'apple', 'dryfruit', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)CC(=O)OCCCCC,524369,"['herbal', 'green', 'fruity', 'slightly fatty', 'winey note', 'fatty', 'winey']","[""arctander_1960"", ""leffingwell""]"
CCCCCOC(=O)CC(C)C,95978,"['apple', 'fruity', 'fresh', 'strong fruity odor reminiscent of apple', 'some banana', 'chocolate notes', 'chocolate', 'banana', 'fragrant', 'lemon', 'nature', 'sweet']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)CC(CC(=O)[O-])(C(=O)[O-])O,148920341,['herbal'],"[""arctander_1960""]"
CCCCCOC(=O)CC1=CC=CC=C1,98492,"['tobacco', 'animal', 'balsamic', 'chocolate', 'sweet balsamic', 'honey-apple fruity like', 'apple', 'fruity', 'honey', 'sweet', 'caramel', 'drywoods', 'herbaceous', 'people&animals', 'tobaccosmoke']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)CCC,10890,"['apricot', 'ethereal', 'pineapple', 'fruity', 'banana', 'sweet', 'cherry', 'tropical', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""arctander_1960"", ""flavornet"", ""goodscents"", ""sharma_2021b""]"
CCCCCOC(=O)CCC(=O)C,88453,"['oily-caramellic', 'winey-fruity', 'oily', 'fruity', 'winey', 'caramellic']","[""leffingwell""]"
CCCCCOC(=O)CCC(=O)OCCCCC,69528,"['grape', 'winey', 'berry', 'aromatic']","[""arctander_1960""]"
CCCCCOC(=O)CCC(C)C,32967,"['heavy somewhat oily fruity odor reminiscent of apple', 'oily', 'fruity', 'apple']","[""leffingwell""]"
CCCCCOC(=O)CCCC,62433,"['ethereal', 'fruity', 'apple', 'ripe', 'banana', 'pear', 'fruity ethereal', 'apple-like odor and taste', 'foul', 'pungent', 'fragrant', 'sweet', 'green', 'peach', 'pineapple', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'nosefeel', 'sharp', 'sickening', 'terpenes', 'pine']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)CCCCCCCCC(=O)OCCCCC,81266,"['waxy', 'fatty']","[""arctander_1960""]"
CCCCCOC(=O)CCSC,548370,"['fruit tropical fruit', 'fruity', 'pineapple', 'sulfurous', 'on dilution tropical fruit', 'tropical', 'chemical', 'hydrocarbon', 'sulphurous', 'fragrant', 'lemon', 'marshy', 'septic', 'nature', 'non-citrusfruity', 'sickening', 'sulphur', 'cabbage', 'garlic', 'sweet']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC(=O)CS,80795,"['herbal', 'aromatic']","[""arctander_1960""]"
CCCCCOC(C)OC,12613663,"['ethereal', 'green', 'alcoholic', 'cognac', 'somewhat vegetable', 'vegetable']","[""leffingwell""]"
CCCCCOC(C)OCC,114523,"['pungent', 'ethereal', 'green', 'alcoholic', 'cognac']","[""leffingwell""]"
CCCCCOC(C)OCCC(C)C,53428150,"['ethereal', 'green', 'alcoholic', 'cognac', 'somewhat vegetable', 'vegetable']","[""leffingwell""]"
CCCCCOC(C)OCCCC,101588415,"['ethereal', 'green', 'alcoholic', 'cognac', 'somewhat vegetable', 'vegetable']","[""leffingwell""]"
CCCCCOC(C)OCCCCC,83035,"['ethereal', 'green', 'alcoholic', 'cognac', 'somewhat cocoa', 'vegetable', 'cocoa']","[""leffingwell""]"
CCCCCOC(CC1=CC=CC=C1)OCCCCC,68575757,"['herbal', 'green']","[""arctander_1960""]"
CCCCCOC(CCC)OCC,53422437,"['ethereal', 'green', 'cognac', 'alcoholic', 'fermented']","[""leffingwell""]"
CCCCCOC(CCCC)OCCCCC,22011448,"['herbal', 'ethereal', 'spicy']","[""arctander_1960""]"
